"STATION","NAME","DATE","TAVG"
"USR0000CPUL","PULGAS CALIFORNIA, CA US","2013-07","68.4"
"USR0000CPUL","PULGAS CALIFORNIA, CA US","2013-08","67.3"
"USR0000CPUL","PULGAS CALIFORNIA, CA US","2013-09","67.3"
"USR0000CPUL","PULGAS CALIFORNIA, CA US","2013-10","63.0"
"USR0000CPUL","PULGAS CALIFORNIA, CA US","2013-11","58.1"
"USR0000CPUL","PULGAS CALIFORNIA, CA US","2013-12","51.6"
"USR0000CPUL","PULGAS CALIFORNIA, CA US","2014-01","57.5"
"USR0000CPUL","PULGAS CALIFORNIA, CA US","2014-02","53.8"
"USR0000CPUL","PULGAS CALIFORNIA, CA US","2014-03","58.2"
"USR0000CPUL","PULGAS CALIFORNIA, CA US","2014-04","59.0"
"USR0000CPUL","PULGAS CALIFORNIA, CA US","2014-05","62.9"
"USR0000CPUL","PULGAS CALIFORNIA, CA US","2014-08","69.7"
"USR0000CPUL","PULGAS CALIFORNIA, CA US","2014-09","68.7"
"USR0000CPUL","PULGAS CALIFORNIA, CA US","2014-10","68.4"
"USR0000CPUL","PULGAS CALIFORNIA, CA US","2014-11","59.4"
"USR0000CPUL","PULGAS CALIFORNIA, CA US","2014-12","54.8"
"USR0000CPUL","PULGAS CALIFORNIA, CA US","2015-01","55.0"
"USR0000CPUL","PULGAS CALIFORNIA, CA US","2015-02","58.3"
"USR0000CPUL","PULGAS CALIFORNIA, CA US","2015-03","60.7"
"USR0000CPUL","PULGAS CALIFORNIA, CA US","2015-04","58.3"
"USR0000CPUL","PULGAS CALIFORNIA, CA US","2015-05","57.5"
"USR0000CPUL","PULGAS CALIFORNIA, CA US","2015-06","66.9"
"USR0000CPUL","PULGAS CALIFORNIA, CA US","2015-07","68.9"
"USR0000CPUL","PULGAS CALIFORNIA, CA US","2015-08","70.3"
"USR0000CPUL","PULGAS CALIFORNIA, CA US","2015-09","70.8"
"USR0000CPUL","PULGAS CALIFORNIA, CA US","2015-10","68.3"
"USR0000CPUL","PULGAS CALIFORNIA, CA US","2015-11","54.9"
"USR0000CPUL","PULGAS CALIFORNIA, CA US","2015-12","50.4"
"USR0000CPUL","PULGAS CALIFORNIA, CA US","2016-01","52.1"
"USR0000CPUL","PULGAS CALIFORNIA, CA US","2016-02","58.3"
"USR0000CPUL","PULGAS CALIFORNIA, CA US","2016-03","56.0"
"USR0000CPUL","PULGAS CALIFORNIA, CA US","2016-04","59.5"
"USR0000CPUL","PULGAS CALIFORNIA, CA US","2016-05","61.2"
"USR0000CPUL","PULGAS CALIFORNIA, CA US","2016-06","66.5"
"USR0000CPUL","PULGAS CALIFORNIA, CA US","2016-07","67.7"
"USR0000CPUL","PULGAS CALIFORNIA, CA US","2016-08","67.4"
"USR0000CPUL","PULGAS CALIFORNIA, CA US","2016-09","68.3"
"USR0000CPUL","PULGAS CALIFORNIA, CA US","2016-10","63.5"
"USR0000CPUL","PULGAS CALIFORNIA, CA US","2016-11","58.1"
"USR0000CPUL","PULGAS CALIFORNIA, CA US","2016-12","50.4"
"USR0000CPUL","PULGAS CALIFORNIA, CA US","2017-01","49.2"
"USR0000CPUL","PULGAS CALIFORNIA, CA US","2017-02","52.7"
"USR0000CPUL","PULGAS CALIFORNIA, CA US","2017-03","57.1"
"USR0000CPUL","PULGAS CALIFORNIA, CA US","2017-04","57.2"
"USR0000CPUL","PULGAS CALIFORNIA, CA US","2017-05","61.5"
"USR0000CPUL","PULGAS CALIFORNIA, CA US","2017-06","65.4"
"USR0000CPUL","PULGAS CALIFORNIA, CA US","2017-07","69.4"
"USR0000CPUL","PULGAS CALIFORNIA, CA US","2017-08","70.5"
"USR0000CPUL","PULGAS CALIFORNIA, CA US","2017-09","71.5"
"USR0000CPUL","PULGAS CALIFORNIA, CA US","2017-10","66.8"
"USR0000CPUL","PULGAS CALIFORNIA, CA US","2017-11","58.0"
"USR0000CPUL","PULGAS CALIFORNIA, CA US","2017-12","53.9"
"USR0000CPUL","PULGAS CALIFORNIA, CA US","2018-01","53.6"
"USR0000CPUL","PULGAS CALIFORNIA, CA US","2018-02","55.3"
"USR0000CPUL","PULGAS CALIFORNIA, CA US","2018-03","54.2"
"USR0000CPUL","PULGAS CALIFORNIA, CA US","2018-04","56.7"
"USR0000CPUL","PULGAS CALIFORNIA, CA US","2018-05","58.7"
"USR0000CPUL","PULGAS CALIFORNIA, CA US","2018-06","64.9"
"USR0000CPUL","PULGAS CALIFORNIA, CA US","2018-07","69.6"
"USR0000CPUL","PULGAS CALIFORNIA, CA US","2018-08","67.5"
"USR0000CPUL","PULGAS CALIFORNIA, CA US","2018-09","66.4"
"USR0000CPUL","PULGAS CALIFORNIA, CA US","2018-10","65.2"
"USR0000CPUL","PULGAS CALIFORNIA, CA US","2018-11","60.3"
"USR0000CPUL","PULGAS CALIFORNIA, CA US","2018-12","52.6"
"USR0000CPUL","PULGAS CALIFORNIA, CA US","2019-01","53.6"
"USR0000CPUL","PULGAS CALIFORNIA, CA US","2019-02","48.1"
"USR0000CPUL","PULGAS CALIFORNIA, CA US","2019-03","53.6"
"USR0000CPUL","PULGAS CALIFORNIA, CA US","2019-04","59.0"
"USW00093228","HAYWARD AIR TERMINAL, CA US","2013-06","65.4"
"USW00093228","HAYWARD AIR TERMINAL, CA US","2013-07","65.8"
"USW00093228","HAYWARD AIR TERMINAL, CA US","2013-08","64.8"
"USW00093228","HAYWARD AIR TERMINAL, CA US","2013-09","64.8"
"USW00093228","HAYWARD AIR TERMINAL, CA US","2013-10",
"USW00093228","HAYWARD AIR TERMINAL, CA US","2013-11","56.3"
"USW00093228","HAYWARD AIR TERMINAL, CA US","2013-12","48.0"
"USW00093228","HAYWARD AIR TERMINAL, CA US","2014-01","53.3"
"USW00093228","HAYWARD AIR TERMINAL, CA US","2014-02","53.5"
"USW00093228","HAYWARD AIR TERMINAL, CA US","2014-03","57.4"
"USW00093228","HAYWARD AIR TERMINAL, CA US","2014-04","57.6"
"USW00093228","HAYWARD AIR TERMINAL, CA US","2014-05","62.0"
"USW00093228","HAYWARD AIR TERMINAL, CA US","2014-06","61.4"
"USW00093228","HAYWARD AIR TERMINAL, CA US","2014-07","68.3"
"USW00093228","HAYWARD AIR TERMINAL, CA US","2014-08","69.3"
"USW00093228","HAYWARD AIR TERMINAL, CA US","2014-09","70.2"
"USW00093228","HAYWARD AIR TERMINAL, CA US","2014-10","66.0"
"USW00093228","HAYWARD AIR TERMINAL, CA US","2014-11","57.2"
"USW00093228","HAYWARD AIR TERMINAL, CA US","2014-12","56.3"
"USW00093228","HAYWARD AIR TERMINAL, CA US","2015-01","52.9"
"USW00093228","HAYWARD AIR TERMINAL, CA US","2015-02","57.9"
"USW00093228","HAYWARD AIR TERMINAL, CA US","2015-03","61.4"
"USW00093228","HAYWARD AIR TERMINAL, CA US","2015-04","58.3"
"USW00093228","HAYWARD AIR TERMINAL, CA US","2015-05","58.6"
"USW00093228","HAYWARD AIR TERMINAL, CA US","2015-06","65.2"
"USW00093228","HAYWARD AIR TERMINAL, CA US","2015-07","68.2"
"USW00093228","HAYWARD AIR TERMINAL, CA US","2015-08","69.1"
"USW00093228","HAYWARD AIR TERMINAL, CA US","2015-09","68.4"
"USW00093228","HAYWARD AIR TERMINAL, CA US","2015-10","66.2"
"USW00093228","HAYWARD AIR TERMINAL, CA US","2015-11","53.5"
"USW00093228","HAYWARD AIR TERMINAL, CA US","2015-12","49.5"
"USW00093228","HAYWARD AIR TERMINAL, CA US","2016-01","53.2"
"USW00093228","HAYWARD AIR TERMINAL, CA US","2016-02","57.1"
"USW00093228","HAYWARD AIR TERMINAL, CA US","2016-03","57.7"
"USW00093228","HAYWARD AIR TERMINAL, CA US","2016-04","61.6"
"USW00093228","HAYWARD AIR TERMINAL, CA US","2016-05","63.4"
"USW00093228","HAYWARD AIR TERMINAL, CA US","2016-06","66.1"
"USW00093228","HAYWARD AIR TERMINAL, CA US","2016-07","66.3"
"USW00093228","HAYWARD AIR TERMINAL, CA US","2016-08","66.2"
"USW00093228","HAYWARD AIR TERMINAL, CA US","2016-09","67.0"
"USW00093228","HAYWARD AIR TERMINAL, CA US","2016-10","63.9"
"USW00093228","HAYWARD AIR TERMINAL, CA US","2016-11","58.1"
"USW00093228","HAYWARD AIR TERMINAL, CA US","2016-12","50.5"
"USW00093228","HAYWARD AIR TERMINAL, CA US","2017-01","50.2"
"USW00093228","HAYWARD AIR TERMINAL, CA US","2017-02","54.5"
"USW00093228","HAYWARD AIR TERMINAL, CA US","2017-03","57.8"
"USW00093228","HAYWARD AIR TERMINAL, CA US","2017-04","59.7"
"USW00093228","HAYWARD AIR TERMINAL, CA US","2017-05","63.8"
"USW00093228","HAYWARD AIR TERMINAL, CA US","2017-06","66.5"
"USW00093228","HAYWARD AIR TERMINAL, CA US","2017-07","67.9"
"USW00093228","HAYWARD AIR TERMINAL, CA US","2017-08","67.9"
"USW00093228","HAYWARD AIR TERMINAL, CA US","2017-09","70.8"
"USW00093228","HAYWARD AIR TERMINAL, CA US","2017-10","64.1"
"USW00093228","HAYWARD AIR TERMINAL, CA US","2017-11","57.8"
"USW00093228","HAYWARD AIR TERMINAL, CA US","2017-12","51.1"
"USW00093228","HAYWARD AIR TERMINAL, CA US","2018-01","53.1"
"USW00093228","HAYWARD AIR TERMINAL, CA US","2018-02","53.2"
"USW00093228","HAYWARD AIR TERMINAL, CA US","2018-03","54.7"
"USW00093228","HAYWARD AIR TERMINAL, CA US","2018-04","57.9"
"USW00093228","HAYWARD AIR TERMINAL, CA US","2018-05","60.8"
"USW00093228","HAYWARD AIR TERMINAL, CA US","2018-06","64.8"
"USW00093228","HAYWARD AIR TERMINAL, CA US","2018-07","67.5"
"USW00093228","HAYWARD AIR TERMINAL, CA US","2018-08","66.6"
"USW00093228","HAYWARD AIR TERMINAL, CA US","2018-09","65.5"
"USW00093228","HAYWARD AIR TERMINAL, CA US","2018-10","64.8"
"USW00093228","HAYWARD AIR TERMINAL, CA US","2018-11","58.0"
"USW00093228","HAYWARD AIR TERMINAL, CA US","2018-12","53.3"
"USW00093228","HAYWARD AIR TERMINAL, CA US","2019-01","54.4"
"USW00093228","HAYWARD AIR TERMINAL, CA US","2019-02","50.6"
"USW00093228","HAYWARD AIR TERMINAL, CA US","2019-03","57.1"
"USW00093228","HAYWARD AIR TERMINAL, CA US","2019-04","60.0"
"US1CAMR0034","LAGUNITAS FOREST KNOLLS 0.4 S, CA US","2014-11",
"US1CAMR0034","LAGUNITAS FOREST KNOLLS 0.4 S, CA US","2014-12",
"US1CAMR0034","LAGUNITAS FOREST KNOLLS 0.4 S, CA US","2015-01",
"US1CAMR0034","LAGUNITAS FOREST KNOLLS 0.4 S, CA US","2015-02",
"US1CAMR0034","LAGUNITAS FOREST KNOLLS 0.4 S, CA US","2015-03",
"US1CAMR0034","LAGUNITAS FOREST KNOLLS 0.4 S, CA US","2015-04",
"US1CAMR0034","LAGUNITAS FOREST KNOLLS 0.4 S, CA US","2015-06",
"US1CAMR0034","LAGUNITAS FOREST KNOLLS 0.4 S, CA US","2015-08",
"US1CAMR0034","LAGUNITAS FOREST KNOLLS 0.4 S, CA US","2015-09",
"USC00049185","UPPER SAN LEANDRO FILTERS, CA US","2013-06",
"USC00049185","UPPER SAN LEANDRO FILTERS, CA US","2013-07",
"USC00049185","UPPER SAN LEANDRO FILTERS, CA US","2013-08",
"USC00049185","UPPER SAN LEANDRO FILTERS, CA US","2013-09",
"USC00049185","UPPER SAN LEANDRO FILTERS, CA US","2013-10",
"USC00049185","UPPER SAN LEANDRO FILTERS, CA US","2013-11",
"USC00049185","UPPER SAN LEANDRO FILTERS, CA US","2013-12",
"USC00049185","UPPER SAN LEANDRO FILTERS, CA US","2014-01",
"USC00049185","UPPER SAN LEANDRO FILTERS, CA US","2014-02",
"USC00049185","UPPER SAN LEANDRO FILTERS, CA US","2014-03",
"USC00049185","UPPER SAN LEANDRO FILTERS, CA US","2014-04",
"USC00049185","UPPER SAN LEANDRO FILTERS, CA US","2014-05",
"USC00049185","UPPER SAN LEANDRO FILTERS, CA US","2014-06",
"USC00049185","UPPER SAN LEANDRO FILTERS, CA US","2014-07",
"USC00049185","UPPER SAN LEANDRO FILTERS, CA US","2014-08",
"USC00049185","UPPER SAN LEANDRO FILTERS, CA US","2014-09",
"USC00049185","UPPER SAN LEANDRO FILTERS, CA US","2014-10",
"USC00049185","UPPER SAN LEANDRO FILTERS, CA US","2014-11",
"USC00049185","UPPER SAN LEANDRO FILTERS, CA US","2014-12",
"USC00049185","UPPER SAN LEANDRO FILTERS, CA US","2015-01",
"USC00049185","UPPER SAN LEANDRO FILTERS, CA US","2015-02",
"USC00049185","UPPER SAN LEANDRO FILTERS, CA US","2015-03",
"USC00049185","UPPER SAN LEANDRO FILTERS, CA US","2015-04",
"USC00049185","UPPER SAN LEANDRO FILTERS, CA US","2015-05",
"USC00049185","UPPER SAN LEANDRO FILTERS, CA US","2015-06",
"USC00049185","UPPER SAN LEANDRO FILTERS, CA US","2015-07",
"USC00049185","UPPER SAN LEANDRO FILTERS, CA US","2015-08",
"USC00049185","UPPER SAN LEANDRO FILTERS, CA US","2015-09",
"USC00049185","UPPER SAN LEANDRO FILTERS, CA US","2015-10",
"USC00049185","UPPER SAN LEANDRO FILTERS, CA US","2015-11",
"USC00049185","UPPER SAN LEANDRO FILTERS, CA US","2015-12",
"USC00049185","UPPER SAN LEANDRO FILTERS, CA US","2016-01",
"USC00049185","UPPER SAN LEANDRO FILTERS, CA US","2016-02",
"USC00049185","UPPER SAN LEANDRO FILTERS, CA US","2016-03",
"USC00049185","UPPER SAN LEANDRO FILTERS, CA US","2016-04",
"USC00049185","UPPER SAN LEANDRO FILTERS, CA US","2016-05",
"USC00049185","UPPER SAN LEANDRO FILTERS, CA US","2016-06",
"USC00049185","UPPER SAN LEANDRO FILTERS, CA US","2016-07",
"USC00049185","UPPER SAN LEANDRO FILTERS, CA US","2016-08",
"USC00049185","UPPER SAN LEANDRO FILTERS, CA US","2016-09",
"USC00049185","UPPER SAN LEANDRO FILTERS, CA US","2016-10",
"USC00049185","UPPER SAN LEANDRO FILTERS, CA US","2016-11",
"USC00049185","UPPER SAN LEANDRO FILTERS, CA US","2016-12",
"USC00049185","UPPER SAN LEANDRO FILTERS, CA US","2017-01",
"USC00049185","UPPER SAN LEANDRO FILTERS, CA US","2017-02",
"USC00049185","UPPER SAN LEANDRO FILTERS, CA US","2017-03",
"USC00049185","UPPER SAN LEANDRO FILTERS, CA US","2017-04",
"USC00049185","UPPER SAN LEANDRO FILTERS, CA US","2017-05",
"USC00049185","UPPER SAN LEANDRO FILTERS, CA US","2017-06",
"USC00049185","UPPER SAN LEANDRO FILTERS, CA US","2017-07",
"USC00049185","UPPER SAN LEANDRO FILTERS, CA US","2017-08",
"USC00049185","UPPER SAN LEANDRO FILTERS, CA US","2017-09",
"USC00049185","UPPER SAN LEANDRO FILTERS, CA US","2017-10",
"USC00049185","UPPER SAN LEANDRO FILTERS, CA US","2017-11",
"USC00049185","UPPER SAN LEANDRO FILTERS, CA US","2018-01",
"USC00049185","UPPER SAN LEANDRO FILTERS, CA US","2018-02",
"USC00049185","UPPER SAN LEANDRO FILTERS, CA US","2018-03",
"USC00049185","UPPER SAN LEANDRO FILTERS, CA US","2018-04",
"USC00049185","UPPER SAN LEANDRO FILTERS, CA US","2018-05",
"USC00049185","UPPER SAN LEANDRO FILTERS, CA US","2018-06",
"USC00049185","UPPER SAN LEANDRO FILTERS, CA US","2018-07",
"USC00049185","UPPER SAN LEANDRO FILTERS, CA US","2018-08",
"USC00049185","UPPER SAN LEANDRO FILTERS, CA US","2018-09",
"USC00049185","UPPER SAN LEANDRO FILTERS, CA US","2018-10",
"USC00049185","UPPER SAN LEANDRO FILTERS, CA US","2018-11",
"USC00049185","UPPER SAN LEANDRO FILTERS, CA US","2018-12",
"USC00049185","UPPER SAN LEANDRO FILTERS, CA US","2019-01",
"USC00049185","UPPER SAN LEANDRO FILTERS, CA US","2019-02",
"USC00049185","UPPER SAN LEANDRO FILTERS, CA US","2019-03",
"US1CAAL0015","OAKLAND 1.0 NE, CA US","2013-08",
"US1CAAL0015","OAKLAND 1.0 NE, CA US","2013-10",
"US1CAAL0015","OAKLAND 1.0 NE, CA US","2013-11",
"US1CAAL0015","OAKLAND 1.0 NE, CA US","2013-12",
"US1CAAL0015","OAKLAND 1.0 NE, CA US","2014-01",
"US1CAAL0015","OAKLAND 1.0 NE, CA US","2014-02",
"US1CAAL0015","OAKLAND 1.0 NE, CA US","2014-03",
"USW00023254","CONCORD BUCHANAN FIELD, CA US","2013-06","70.0"
"USW00023254","CONCORD BUCHANAN FIELD, CA US","2013-07","71.4"
"USW00023254","CONCORD BUCHANAN FIELD, CA US","2013-08","71.3"
"USW00023254","CONCORD BUCHANAN FIELD, CA US","2013-09","69.1"
"USW00023254","CONCORD BUCHANAN FIELD, CA US","2013-10","61.0"
"USW00023254","CONCORD BUCHANAN FIELD, CA US","2013-11","55.1"
"USW00023254","CONCORD BUCHANAN FIELD, CA US","2013-12","45.4"
"USW00023254","CONCORD BUCHANAN FIELD, CA US","2014-01","51.8"
"USW00023254","CONCORD BUCHANAN FIELD, CA US","2014-02","53.5"
"USW00023254","CONCORD BUCHANAN FIELD, CA US","2014-03","58.0"
"USW00023254","CONCORD BUCHANAN FIELD, CA US","2014-04","60.8"
"USW00023254","CONCORD BUCHANAN FIELD, CA US","2014-05","67.2"
"USW00023254","CONCORD BUCHANAN FIELD, CA US","2014-06","70.5"
"USW00023254","CONCORD BUCHANAN FIELD, CA US","2014-07","73.3"
"USW00023254","CONCORD BUCHANAN FIELD, CA US","2014-08","72.4"
"USW00023254","CONCORD BUCHANAN FIELD, CA US","2014-09","71.7"
"USW00023254","CONCORD BUCHANAN FIELD, CA US","2014-10","67.0"
"USW00023254","CONCORD BUCHANAN FIELD, CA US","2014-11","57.5"
"USW00023254","CONCORD BUCHANAN FIELD, CA US","2014-12","54.6"
"USW00023254","CONCORD BUCHANAN FIELD, CA US","2015-01","51.4"
"USW00023254","CONCORD BUCHANAN FIELD, CA US","2015-02","56.8"
"USW00023254","CONCORD BUCHANAN FIELD, CA US","2015-03","61.4"
"USW00023254","CONCORD BUCHANAN FIELD, CA US","2015-04","61.0"
"USW00023254","CONCORD BUCHANAN FIELD, CA US","2015-05","62.9"
"USW00023254","CONCORD BUCHANAN FIELD, CA US","2015-06","73.0"
"USW00023254","CONCORD BUCHANAN FIELD, CA US","2015-07","74.5"
"USW00023254","CONCORD BUCHANAN FIELD, CA US","2015-08","74.8"
"USW00023254","CONCORD BUCHANAN FIELD, CA US","2015-09","73.6"
"USW00023254","CONCORD BUCHANAN FIELD, CA US","2015-10","69.6"
"USW00023254","CONCORD BUCHANAN FIELD, CA US","2015-11","52.9"
"USW00023254","CONCORD BUCHANAN FIELD, CA US","2015-12","48.6"
"USW00023254","CONCORD BUCHANAN FIELD, CA US","2016-01","51.9"
"USW00023254","CONCORD BUCHANAN FIELD, CA US","2016-02","56.3"
"USW00023254","CONCORD BUCHANAN FIELD, CA US","2016-03","58.2"
"USW00023254","CONCORD BUCHANAN FIELD, CA US","2016-04","63.1"
"USW00023254","CONCORD BUCHANAN FIELD, CA US","2016-05","66.5"
"USW00023254","CONCORD BUCHANAN FIELD, CA US","2016-06","72.6"
"USW00023254","CONCORD BUCHANAN FIELD, CA US","2016-07","73.8"
"USW00023254","CONCORD BUCHANAN FIELD, CA US","2016-08","72.2"
"USW00023254","CONCORD BUCHANAN FIELD, CA US","2016-09","71.3"
"USW00023254","CONCORD BUCHANAN FIELD, CA US","2016-10","64.3"
"USW00023254","CONCORD BUCHANAN FIELD, CA US","2016-11","56.6"
"USW00023254","CONCORD BUCHANAN FIELD, CA US","2016-12","48.0"
"USW00023254","CONCORD BUCHANAN FIELD, CA US","2017-01","49.0"
"USW00023254","CONCORD BUCHANAN FIELD, CA US","2017-02","54.1"
"USW00023254","CONCORD BUCHANAN FIELD, CA US","2017-03","58.5"
"USW00023254","CONCORD BUCHANAN FIELD, CA US","2017-04","60.1"
"USW00023254","CONCORD BUCHANAN FIELD, CA US","2017-05","66.8"
"USW00023254","CONCORD BUCHANAN FIELD, CA US","2017-06","73.3"
"USW00023254","CONCORD BUCHANAN FIELD, CA US","2017-07","76.4"
"USW00023254","CONCORD BUCHANAN FIELD, CA US","2017-08","75.3"
"USW00023254","CONCORD BUCHANAN FIELD, CA US","2017-09","74.2"
"USW00023254","CONCORD BUCHANAN FIELD, CA US","2017-10","66.3"
"USW00023254","CONCORD BUCHANAN FIELD, CA US","2017-11","58.2"
"USW00023254","CONCORD BUCHANAN FIELD, CA US","2017-12","50.1"
"USW00023254","CONCORD BUCHANAN FIELD, CA US","2018-01","52.8"
"USW00023254","CONCORD BUCHANAN FIELD, CA US","2018-02","54.1"
"USW00023254","CONCORD BUCHANAN FIELD, CA US","2018-03","55.1"
"USW00023254","CONCORD BUCHANAN FIELD, CA US","2018-04","60.7"
"USW00023254","CONCORD BUCHANAN FIELD, CA US","2018-05","65.4"
"USW00023254","CONCORD BUCHANAN FIELD, CA US","2018-06","72.2"
"USW00023254","CONCORD BUCHANAN FIELD, CA US","2018-07","76.2"
"USW00023254","CONCORD BUCHANAN FIELD, CA US","2018-08","73.3"
"USW00023254","CONCORD BUCHANAN FIELD, CA US","2018-09","71.4"
"USW00023254","CONCORD BUCHANAN FIELD, CA US","2018-10","66.8"
"USW00023254","CONCORD BUCHANAN FIELD, CA US","2018-11","57.3"
"USW00023254","CONCORD BUCHANAN FIELD, CA US","2018-12","51.6"
"USW00023254","CONCORD BUCHANAN FIELD, CA US","2019-01","53.0"
"USW00023254","CONCORD BUCHANAN FIELD, CA US","2019-02","49.9"
"USW00023254","CONCORD BUCHANAN FIELD, CA US","2019-03","55.0"
"USW00023254","CONCORD BUCHANAN FIELD, CA US","2019-04","63.4"
"US1CAAL0016","OAKLAND 7.8 SE, CA US","2013-06",
"US1CAAL0016","OAKLAND 7.8 SE, CA US","2013-07",
"US1CAAL0016","OAKLAND 7.8 SE, CA US","2013-08",
"US1CAAL0016","OAKLAND 7.8 SE, CA US","2013-09",
"US1CAAL0016","OAKLAND 7.8 SE, CA US","2013-10",
"US1CAAL0016","OAKLAND 7.8 SE, CA US","2013-11",
"US1CAAL0016","OAKLAND 7.8 SE, CA US","2013-12",
"US1CAAL0016","OAKLAND 7.8 SE, CA US","2014-01",
"US1CAAL0016","OAKLAND 7.8 SE, CA US","2014-02",
"US1CAAL0016","OAKLAND 7.8 SE, CA US","2014-03",
"US1CAAL0016","OAKLAND 7.8 SE, CA US","2014-04",
"US1CAAL0016","OAKLAND 7.8 SE, CA US","2014-05",
"US1CAAL0016","OAKLAND 7.8 SE, CA US","2014-06",
"US1CAAL0016","OAKLAND 7.8 SE, CA US","2014-07",
"US1CAAL0016","OAKLAND 7.8 SE, CA US","2014-08",
"US1CAAL0016","OAKLAND 7.8 SE, CA US","2014-09",
"US1CAAL0016","OAKLAND 7.8 SE, CA US","2014-10",
"US1CAAL0016","OAKLAND 7.8 SE, CA US","2014-11",
"US1CAAL0016","OAKLAND 7.8 SE, CA US","2015-01",
"US1CAAL0016","OAKLAND 7.8 SE, CA US","2015-02",
"US1CAAL0016","OAKLAND 7.8 SE, CA US","2015-03",
"US1CAAL0016","OAKLAND 7.8 SE, CA US","2015-04",
"US1CAAL0016","OAKLAND 7.8 SE, CA US","2015-09",
"US1CAAL0016","OAKLAND 7.8 SE, CA US","2015-10",
"US1CAAL0016","OAKLAND 7.8 SE, CA US","2015-11",
"US1CAAL0016","OAKLAND 7.8 SE, CA US","2016-01",
"US1CAAL0016","OAKLAND 7.8 SE, CA US","2016-02",
"US1CAAL0011","SAN LORENZO 0.5 NNW, CA US","2013-06",
"US1CAAL0011","SAN LORENZO 0.5 NNW, CA US","2013-07",
"US1CAAL0011","SAN LORENZO 0.5 NNW, CA US","2013-08",
"US1CAAL0011","SAN LORENZO 0.5 NNW, CA US","2013-09",
"US1CAAL0011","SAN LORENZO 0.5 NNW, CA US","2013-10",
"US1CAAL0011","SAN LORENZO 0.5 NNW, CA US","2013-11",
"US1CAAL0011","SAN LORENZO 0.5 NNW, CA US","2013-12",
"US1CAAL0011","SAN LORENZO 0.5 NNW, CA US","2014-01",
"US1CAAL0011","SAN LORENZO 0.5 NNW, CA US","2014-02",
"US1CAAL0011","SAN LORENZO 0.5 NNW, CA US","2014-03",
"US1CAAL0011","SAN LORENZO 0.5 NNW, CA US","2014-04",
"US1CAAL0011","SAN LORENZO 0.5 NNW, CA US","2014-05",
"US1CAAL0011","SAN LORENZO 0.5 NNW, CA US","2014-06",
"US1CAAL0011","SAN LORENZO 0.5 NNW, CA US","2014-07",
"US1CAAL0011","SAN LORENZO 0.5 NNW, CA US","2014-08",
"US1CAAL0011","SAN LORENZO 0.5 NNW, CA US","2014-09",
"US1CAAL0011","SAN LORENZO 0.5 NNW, CA US","2014-10",
"US1CAAL0011","SAN LORENZO 0.5 NNW, CA US","2014-11",
"US1CAAL0011","SAN LORENZO 0.5 NNW, CA US","2015-01",
"US1CAAL0011","SAN LORENZO 0.5 NNW, CA US","2015-02",
"US1CAAL0011","SAN LORENZO 0.5 NNW, CA US","2015-03",
"US1CAAL0011","SAN LORENZO 0.5 NNW, CA US","2015-04",
"US1CAAL0011","SAN LORENZO 0.5 NNW, CA US","2015-05",
"US1CAAL0011","SAN LORENZO 0.5 NNW, CA US","2015-06",
"US1CAAL0011","SAN LORENZO 0.5 NNW, CA US","2015-07",
"US1CAAL0011","SAN LORENZO 0.5 NNW, CA US","2015-08",
"US1CAAL0011","SAN LORENZO 0.5 NNW, CA US","2015-09",
"US1CAAL0011","SAN LORENZO 0.5 NNW, CA US","2015-10",
"US1CAAL0011","SAN LORENZO 0.5 NNW, CA US","2015-12",
"US1CAAL0011","SAN LORENZO 0.5 NNW, CA US","2016-01",
"US1CAAL0011","SAN LORENZO 0.5 NNW, CA US","2016-03",
"US1CAAL0011","SAN LORENZO 0.5 NNW, CA US","2016-06",
"US1CAAL0011","SAN LORENZO 0.5 NNW, CA US","2016-07",
"US1CAAL0011","SAN LORENZO 0.5 NNW, CA US","2016-08",
"US1CAAL0011","SAN LORENZO 0.5 NNW, CA US","2016-09",
"US1CAAL0011","SAN LORENZO 0.5 NNW, CA US","2016-10",
"US1CAAL0011","SAN LORENZO 0.5 NNW, CA US","2016-11",
"US1CAAL0011","SAN LORENZO 0.5 NNW, CA US","2016-12",
"US1CAAL0011","SAN LORENZO 0.5 NNW, CA US","2017-01",
"US1CAAL0011","SAN LORENZO 0.5 NNW, CA US","2017-02",
"US1CAAL0011","SAN LORENZO 0.5 NNW, CA US","2017-03",
"US1CAAL0011","SAN LORENZO 0.5 NNW, CA US","2017-04",
"US1CAAL0011","SAN LORENZO 0.5 NNW, CA US","2017-05",
"US1CAAL0011","SAN LORENZO 0.5 NNW, CA US","2017-06",
"US1CAAL0011","SAN LORENZO 0.5 NNW, CA US","2017-07",
"US1CAAL0011","SAN LORENZO 0.5 NNW, CA US","2017-08",
"US1CAAL0011","SAN LORENZO 0.5 NNW, CA US","2017-09",
"US1CAAL0011","SAN LORENZO 0.5 NNW, CA US","2017-10",
"US1CAAL0011","SAN LORENZO 0.5 NNW, CA US","2017-11",
"US1CAAL0011","SAN LORENZO 0.5 NNW, CA US","2017-12",
"US1CAAL0011","SAN LORENZO 0.5 NNW, CA US","2018-02",
"US1CAAL0011","SAN LORENZO 0.5 NNW, CA US","2019-01",
"US1CAAL0011","SAN LORENZO 0.5 NNW, CA US","2019-03",
"US1CAAL0012","PLEASANTON 0.4 ESE, CA US","2013-06",
